baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol
168.36778467989492,-0.38636779714911573,0.6126304486303673,-0.6306702482922655,0.528256156196848,0.8161273133952545,TSPAN6
954.9213015199111,0.048288950412385005,0.1160104130330268,0.41624668984358937,0.6772294977280485,0.8961549297790614,DPM1
652.3299139690847,1.0688682719448184,0.24972789325639852,4.280131698574011,1.8678275068236593e-5,0.00031760164225070686,SCYL3
250.2425066096011,-1.414287363567226,0.2351346088118643,-6.014798802752275,1.8011025747139447e-9,8.158557148658692e-8,C1orf112
2609.5819498951923,0.8073737891835008,0.772899786493317,1.0446034573855867,0.29620628101210184,0.6116512180506682,FGR
3087.343295945151,4.403558804552199,0.5969218837013331,7.377110681965712,1.617615275743751e-13,1.4307263646370717e-11,CFH
4184.523705314899,-0.06814875335338001,0.20569303047518495,-0.33131289473418285,0.740408152235017,0.9222346504429736,FUCA2
8127.754782049103,1.6228456388814807,0.38997314823373275,4.161429181038943,3.1626207797289174e-5,5.102376725882767e-4,GCLC
1512.9061212749057,0.036098682320984454,0.1653469580131288,0.2183208131238687,0.8271791590389705,0.9533234462339727,NFYA
99.25567848278857,0.1999088737740194,0.2486326623798896,0.8040330335544394,0.4213778974795309,0.733844907144483,STPG1
513.6414291438614,0.16263729852114905,0.3719236352316895,0.43728680598595004,0.6619033627295932,0.8894446844438303,NIPAL3
949.7145174907578,-0.5344720132086763,0.16588243814006043,-3.2219927510192647,0.0012730235587305456,0.011272832676578321,LAS1L
166.3687413191032,1.891575734572927,0.5324625714101213,3.5525046005834073,3.815823460214522e-4,0.004134377799460201,ENPP4
50.20216018581912,1.277433402113172,0.7961650551551352,1.6044831330411256,0.1086075994262167,0.3317379541851557,SEMA3F
1625.997351120964,0.2517023254617033,0.19622415649237818,1.2827285384278364,0.1995871979434204,0.49084105158587954,ANKIB1
1942.9977354662526,-0.6586782259210778,0.2656355296938188,-2.479631496134174,0.013151822599518193,0.07193799420909769,CYP51A1
832.3161370638265,-0.05127519673618371,0.15005722660768314,-0.3417042810623181,0.7325734500200396,0.9198056240967479,KRIT1
128.90771182774418,0.04481060640084616,0.2043208705434003,0.21931487606562358,0.826404774546972,0.9530968622673551,RAD52
285.247452221953,-0.26893961882133066,0.22855364336193512,-1.176702391899484,0.2393143128339419,0.5459411130885022,BAD
32362.465616740035,2.880688066958426,0.32124031341567855,8.967392779345452,3.036158231859271e-19,5.568861701173353e-17,LAP3
10254.51952645183,-0.3998352399401323,0.2513310013000656,-1.590871153466526,0.11163857567662207,0.3378667223909627,CD99
782.194633016824,-1.7401196258139082,0.428234866622426,-4.063470215628587,4.834849415290135e-5,7.354821574843464e-4,HS3ST1
9.509432764123302,0.6341678689282281,0.9626807515482018,0.6587519984255913,0.5100550361234071,0.8033734227907485,AOC1
11.854245976732132,0.27977651499152867,1.1531143644320514,0.24262685785666044,0.8082944732374843,0.9472208232820464,HECW1
686.7381920349384,-0.09677674953477294,0.1638172245636354,-0.5907605246796235,0.5546808881097445,0.8311820769119509,MAD1L1
13629.923828046878,0.08380817249056015,0.2309830407309418,0.3628325795060566,0.7167299530184496,0.9129861723755958,LASP1
2150.8216319534367,0.010878273924247091,0.3748164391977845,0.029022937060951062,0.9768462971686673,0.9969423619442145,SNX11
543.6513027137416,3.147036043291385,0.6699989822997023,4.697075855980421,2.6391245933057798e-6,5.835542591344213e-5,TMEM176A
12001.922049104975,0.466819484846711,0.24548416457765423,1.901627690119464,0.05721984525681926,0.21372199587912613,M6PR
7.306480190031003,-1.5201563197345702,1.1869262284953217,-1.2807504655632116,0.20028132777881005,0.4918993822529286,KLHL13
19.84005656510077,-0.7757030736807696,0.9723910388213036,-0.7977275012952075,0.4250286409462528,0.7368112027715631,CYP26B1
162.6932872120341,-0.8175590461193164,0.2193112010059092,-3.7278490217072306,1.931210074443434e-4,0.0023499014592615946,ICA1
52.16837226054973,0.10288785786008195,0.7683756706724504,0.13390306563199583,0.8934792260958148,0.9730950646175142,DBNDD1
750.8484758527752,-0.07870363585501054,0.19848615212948975,-0.3965195305094399,0.6917218028428451,0.9019671803632857,ALS2
1462.6898824801115,1.7793580258866908,0.44300729675238026,4.016543381860516,5.9057996405957655e-5,8.717218247685955e-4,CASP10
42867.472977415004,1.2607648147863406,0.31122926563573844,4.050919865170825,5.101667840219666e-5,7.713514950040235e-4,CFLAR
634.3357685424453,-0.7568934183433567,0.48216722301403075,-1.569773684764407,0.11646777175223841,0.34735430207914686,TFPI
196.31362417253524,-0.191700627880205,0.2017036710633249,-0.9504072328957293,0.3419053702331815,0.6610347736053139,NDUFAF7
3217.885218892088,-0.046477313985370174,0.18523240916994102,-0.2509135101877862,0.8018809788669871,0.9449097302782044,RBM5
23.194515726752222,-0.3374749244811847,0.7533769065665061,-0.4479496538050484,0.6541895319522513,0.8848938618446187,MTMR7
13878.021246944074,1.7025142045792085,0.4731392476775891,3.5983364578948467,3.2025913690707046e-4,0.0035868061594442023,SLC7A2
1788.7841092505064,0.060780260427066364,0.14471917415873503,0.4199876124251484,0.6744945031574352,0.8950216942845052,ARF5
263.95389265273445,-0.7790455955539203,0.669840198457654,-1.1630320147218964,0.24481651344135727,0.5530243409324905,SARM1
1924.9241854236468,-0.15847896028795228,0.11771714002440095,-1.3462692030667924,0.17821571407920508,0.457290422111215,POLDIP2
11827.915744874663,-1.0039166909775223,0.3258653644753012,-3.080771387269093,0.002064651053035732,0.016525023355634143,PLXND1
